"timestamp","paper_id","taxa","entry_id","taxon_or_func","biodiv_cat_1sp","biodiv_cat_multsp","biodiv_cat_habitat","scale","biodiv_temp_res","effect","significant","p_value","notes","coder_id","entry"
2020-04-14 11:17:28,1616,"Birds","1","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)","compared birds in countries by amount of conservation programs","Gamma (across all sites)","Annual","Positive (beneficial)","FALSE","0.3","","A_Herzberger","1"
2020-04-14 11:19:28,1616,"Birds","2","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Gamma (across all sites)","Annual","Positive (beneficial)","FALSE","0.7","","A_Herzberger","2"
2020-04-14 11:20:35,1616,"Birds","3","Taxonomic","","Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Gamma (across all sites)","Annual","Negative (detrimental)","TRUE","0.01","effect of ag intensity on bird abundance ","A_Herzberger","3"
2020-04-14 11:22:23,1616,"Birds","4","Taxonomic","Population dynamics (survival, fitness, reproduction, mortality, etc.)",NA,NA,"","","Negative (detrimental)","TRUE","0.01","","A_Herzberger","4"
2020-04-14 12:02:11,339,"Amphibians","1","Taxonomic","","Richness (number of species)","","Beta (between pairs of sites)","See second survey","Changed (e.g. species composition)","TRUE","0.0001","","E_Dean","1"
2020-04-14 12:03:17,339,"Plants/trees/shrubs","2","Taxonomic",NA,"Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)",NA,"Gamma (across all sites)","See second survey","Changed (e.g. species composition)","TRUE","0.0015","Please change first survey (amphibians) to gamma for sites","E_Dean","2"
2020-04-15 15:45:27,1743,"Fish","1","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Beta (between pairs of sites)","Seasonal","Neutral (only when there is absolutely no difference in metrics)","FALSE","","P > 0.05 couldn't write in the form. No difference in abundance between tourist and non-tourist sites. ","K_Kapsar","1"
2020-04-15 15:50:35,1743,"Fish","2","Taxonomic",NA,"Richness (number of species)",NA,"Beta (between pairs of sites)","Seasonal","Positive (beneficial)","TRUE","0.001","Greater species richness in areas with tourism. ","K_Kapsar","2"
2020-04-15 15:51:16,1743,"Fish","3","Taxonomic",NA,"Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)",NA,"Beta (between pairs of sites)","Seasonal","Positive (beneficial)","TRUE","0.002","H'","K_Kapsar","3"
2020-04-15 15:52:56,1743,"Fish","4","Taxonomic",NA,"Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)",NA,"Beta (between pairs of sites)","Seasonal","Positive (beneficial)","TRUE","0.0006","","K_Kapsar","4"
2020-04-15 15:54:08,1743,"Fish","5","Taxonomic",NA,"Composition (what species?)",NA,"Beta (between pairs of sites)","Seasonal","Changed (e.g. species composition)","TRUE","0.001","Permanova for community composition changes","K_Kapsar","5"
2020-04-16 11:38:04,227,"Multiple, unspecified","1","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","Not evaluated","","Household expenditure impact on mean species abundance","Y_Zhang","1"
2020-04-16 11:39:25,227,"Multiple, unspecified","2","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Positive (beneficial)","Not evaluated","","Population density impact on mean species abundance","Y_Zhang","2"
2020-04-16 11:40:45,227,"Multiple, unspecified","3","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","Not evaluated","","Household expenditure impact on relative abundance","Y_Zhang","3"
2020-04-16 11:44:13,227,"Multiple, unspecified","4","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Positive (beneficial)","Not evaluated","","Population density impact on relative abundance","Y_Zhang","4"
2020-04-16 11:45:11,227,"Multiple, unspecified","5","Taxonomic",NA,"Vulnearability-weighted global relative species",NA,"Gamma (across all sites)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","Not evaluated","","Household expenditure impact on vulnearability-weighted global relative species","Y_Zhang","5"
2020-04-16 11:45:14,227,"Multiple, unspecified","6","Taxonomic",NA,"Vulnearability-weighted global relative species",NA,"Gamma (across all sites)","Unknown/Unclear (ADD TO COMMENT BOX)","Unclear","Not evaluated","","Population density impact on vulnearability-weighted global relative species","Y_Zhang","6"
2020-04-16 12:14:43,311,"Plants/trees/shrubs","1","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Seasonal","Negative (detrimental)","TRUE","0","Tourist trampling impact on species cover","Y_Zhang","1"
2020-04-16 15:27:36,2642,"Fish","1","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Beta (between pairs of sites)","Week","Positive (beneficial)","TRUE","0.001","","K_Kapsar","1"
2020-04-16 15:29:00,2642,"Fish","2","Taxonomic",NA,"Richness (number of species)",NA,"Beta (between pairs of sites)","Week","Negative (detrimental)","TRUE","0.001","Simpson similarity index values lower in non-aquaculture part of lake than aquaculture part","K_Kapsar","2"
2020-04-16 15:29:44,2642,"Fish","3","Taxonomic",NA,"Evenness",NA,"Beta (between pairs of sites)","Week","Negative (detrimental)","TRUE","0.002","","K_Kapsar","3"
2020-04-16 15:31:05,2642,"Fish","4","Taxonomic",NA,"Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)",NA,"Beta (between pairs of sites)","Week","Negative (detrimental)","TRUE","0.001","","K_Kapsar","4"
2020-04-16 15:31:38,2642,"Fish","5","Taxonomic",NA,"Richness (number of species)",NA,"Beta (between pairs of sites)","Week","Negative (detrimental)","TRUE","0.03","","K_Kapsar","5"
2020-04-16 18:23:00,2670,"Invertebrates","1","Taxonomic","","Richness (number of species)","",NA,"Seasonal","Negative (detrimental)","TRUE","0.022","Taxa richness vs. Tourism stress","A_Torres","1"
2020-04-16 18:24:09,2670,"Invertebrates","2","Taxonomic","","Richness (number of species)","","","Seasonal","Negative (detrimental)","TRUE","0.005","Ephemeroptera, Plecoptera, and Trichoptera (EPT) richness vs. Tourism stress","A_Torres","2"
2020-04-17 10:00:18,510,"Plants/trees/shrubs, habitat","1","Functional",NA,NA,"Quality (pollution, connectence, disturbance, etc.)","Beta (between pairs of sites)","once","Negative (detrimental)","TRUE","0.01","nutrient pollution in runoff was highest from industrial run off > residential > control ","A_Herzberger","1"
2020-04-17 10:03:03,510,"Plants/trees/shrubs","2","Functional",NA,"Composition (what species?)",NA,"Beta (between pairs of sites)","once","Negative (detrimental)","TRUE","0.05","salt marshes with high Ca concentrations  had more exotic & non-native species ","A_Herzberger","2"
2020-04-21 11:11:17,518,"Birds","1","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Alpha (w/in site)","before and after rice harvest","Neutral (only when there is absolutely no difference in metrics)","FALSE","0.3","rice harvest did not effect bird abundance ","A_Herzberger","1"
2020-04-21 11:12:51,518,"Birds","4","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","before/after harvest ","Changed (e.g. species composition)","TRUE","0.001","","A_Herzberger","4"
2020-04-21 11:14:10,518,"Birds","3","Taxonomic",NA,"Composition (what species?)",NA,"Alpha (w/in site)","before/after rice harvest","Changed (e.g. species composition)","TRUE","0.001","","A_Herzberger","3"
2020-04-21 11:48:06,6511,"Birds","1","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Positive (beneficial)","TRUE","0.0001","Catbird","C_Hovis","1"
2020-04-21 11:48:07,6511,"Birds","2","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Positive (beneficial)","FALSE","0.023","Robin","C_Hovis","2"
2020-04-21 11:48:09,6511,"Birds","3","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Positive (beneficial)","FALSE","0.081","Goldfinch","C_Hovis","3"
2020-04-21 11:48:17,6511,"Birds","4","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","FALSE","0.246","Junco","C_Hovis","4"
2020-04-21 11:48:18,6511,"Birds","5","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","FALSE","0.246","Red bellied WP","C_Hovis","5"
2020-04-21 11:48:23,6511,"Birds","6","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","FALSE","0.476","Downy WP","C_Hovis","6"
2020-04-21 15:36:44,1565,"Birds","1","Functional",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Beta (between pairs of sites)","Week","Positive (beneficial)","FALSE","0.07","organic ag had more birds","A_Herzberger","1"
2020-04-21 15:37:23,1565,"Birds","2","Functional",NA,"Richness (number of species)",NA,"Beta (between pairs of sites)","Week","Neutral (only when there is absolutely no difference in metrics)","FALSE","","richness did not differ","A_Herzberger","2"
2020-04-27 12:27:43,3335,"Fish","2","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Annual","Positive (beneficial)","TRUE","0.001","Increase in large co-horts associated with water temp/level NOTE THIS IS A CLIMATE TC","C_Hovis","2"
2020-04-27 12:27:51,3335,"Fish","1","Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,"Gamma (across all sites)","Annual","Negative (detrimental)","TRUE","0.001","Impact of year on length frequency (telecoupling is increase in demand/fishing pressure)","C_Hovis","1"
2020-04-27 13:30:39,3112,"Invertebrates","1","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","TRUE","0.001","percent bare rock","C_Hovis","1"
2020-04-27 13:30:40,3112,"Invertebrates","2","Taxonomic",NA,"Composition (what species?)",NA,"Gamma (across all sites)","Seasonal","Changed (e.g. species composition)","TRUE","0.001","community comp","C_Hovis","2"
2020-04-27 13:30:41,3112,"Invertebrates","3","Taxonomic",NA,"Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)",NA,"Gamma (across all sites)","Seasonal","Changed (e.g. species composition)","TRUE","0.001","diversity, relationship direction not clear so only reporting changed","C_Hovis","3"
2020-04-27 13:30:43,3112,"Invertebrates","4","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","TRUE","0.001","Z. sociatus","C_Hovis","4"
2020-04-27 13:30:44,3112,"Invertebrates","5","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","TRUE","0.001","P. varians","C_Hovis","5"
2020-04-27 13:30:46,3112,"Invertebrates","6","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","Not evaluated","","Cinachyrella alloclad","C_Hovis","6"
2020-04-27 13:30:47,3112,"Invertebrates","7","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","Not evaluated","","Cliona sp","C_Hovis","7"
2020-04-27 13:30:49,3112,"Invertebrates","8","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Positive (beneficial)","Not evaluated","","Favia gravida","C_Hovis","8"
2020-04-27 13:30:51,3112,"Invertebrates","9","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Positive (beneficial)","Not evaluated","","Siderastrea stellata","C_Hovis","9"
2020-04-27 13:30:53,3112,"Invertebrates","10","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","Not evaluated","","Palythoa caribaeorum","C_Hovis","10"
2020-04-27 13:30:54,3112,"Invertebrates","11","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","Not evaluated","","Protopalythoa variabilis","C_Hovis","11"
2020-04-27 13:30:55,3112,"Invertebrates","12","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","Not evaluated","","Isognomon bicolor","C_Hovis","12"
2020-04-27 13:30:58,3112,"Invertebrates","13","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Neutral (only when there is absolutely no difference in metrics)","Not evaluated","","Echinometra lucunter","C_Hovis","13"
2020-04-27 15:48:24,1349,"Birds, Mammals","1","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Gamma (across all sites)","Unknown/Unclear (ADD TO COMMENT BOX)","Positive (beneficial)","Not evaluated","","found conservation spending positively related with reducing biodiversity loss, really complicated methods, wasn't sure about significance","C_Hovis","1"
2020-04-27 16:08:47,4850,"Birds","1","Taxonomic",NA,"Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)",NA,"Gamma (across all sites)","Seasonal","Positive (beneficial)","TRUE","0.001","","C_Hovis","1"
2020-04-27 17:44:22,3484,"Invertebrates","4","Taxonomic",NA,"Composition (what species?)",NA,NA,"Hourly","Changed (e.g. species composition)","Not evaluated","","","C_Hovis","4"
2020-04-27 17:44:25,3484,"Invertebrates","3","Taxonomic",NA,"Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)",NA,NA,"Hourly","Neutral (only when there is absolutely no difference in metrics)","FALSE","","no p-vals reported, just says >0.05","C_Hovis","3"
2020-04-27 17:44:26,3484,"Invertebrates","2","Taxonomic",NA,"Richness (number of species)",NA,NA,"Hourly","Neutral (only when there is absolutely no difference in metrics)","FALSE","","no p-vals reported, just says >0.05","C_Hovis","2"
2020-04-27 17:44:28,3484,"Invertebrates","1","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,NA,"Hourly","Negative (detrimental)","TRUE","0.003","assemblage density","C_Hovis","1"
2020-04-28 10:40:32,3511,"Invertebrates","1","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Gamma (across all sites)","Unknown/Unclear (ADD TO COMMENT BOX)","Changed (e.g. species composition)","TRUE","0.005","Densities of the LMI [invasive] morph of M. tuberculata are negatively correlated with those of the endemic Melanoides species (Pearson r = -0.386; P = 0.005)","K_Kapsar","1"
