"paper_id","entry_id","taxon_or_func","biodiv_cat_1sp","biodiv_cat_multsp","biodiv_cat_habitat","scale","biodiv_temp_res","effect","significant","p_value","notes","coder_id.x","UID","hab","tc","biodiv_countries","list_countries","data_source_meta","data_source_biodiv","tele_cat","data_type_meta","data_type_biodiv","habitat","list_continents","coder_id.y","num_countries","scale_entire","meta_var_type","peri_tele_flows","peri_tele_sep","peri_tele_sep_unk","scale_biodiv","num_biodiv_metrics","list_biodiv_metrics","bd_continents","taxa","sig_effect","maj_eff"
84,64,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"rose robin, Harvest 6-10","C_Hovis","84_64","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,65,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"rufous fantail, Harvest 6-10","C_Hovis","84_65","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,66,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"silvereye, Harvest 6-10","C_Hovis","84_66","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,67,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"spotted pardalot, Harvest 6-10","C_Hovis","84_67","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,68,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"striated pardalote, Harvest 6-10","C_Hovis","84_68","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,69,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"striated thronbill, Harvest 6-10","C_Hovis","84_69","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,70,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"superb fairy-wren, Harvest 6-10","C_Hovis","84_70","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,71,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"superb lyrebird, Harvest 6-10","C_Hovis","84_71","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,72,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"white-browed scrub wren, Harvest 6-10","C_Hovis","84_72","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,73,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Positive (beneficial)","Not evaluated",NA,"white-eared honey eater, Harvest 6-10","C_Hovis","84_73","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Beneficial","Not significant or unclear"
84,74,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"white naped honey eater, Harvest 6-10","C_Hovis","84_74","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,75,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"white-throated treecreeper, Harvest 6-10","C_Hovis","84_75","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,76,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"yellow-faced honey eater, Harvest 6-10","C_Hovis","84_76","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,77,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Bassian Thrush, Harvest 1-5 & fire","C_Hovis","84_77","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,78,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Brown-Headed honeyeater, Harvest 1-5 & fire","C_Hovis","84_78","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,79,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Brown Thronbill, Harvest 1-5 & fire","C_Hovis","84_79","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,80,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Brush Cuckoo, Harvest 1-5 & fire","C_Hovis","84_80","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
